Abbreviation,Blank,Category,Cluster Group,Country,Created Month,Created Year,Date Created,Title,Title of Channel,Type,Youtuber,Average Channel Age,Created Date,Gross tertiary education enrollment (%),Highest Monthly Earnings,Highest Yearly Earnings,Latitude,Longitude,Lowest Monthly Earnings,Lowest Yearly Earnings,Measure Correlation Formula ,Measure Formula,Population,Rank,Subscribers,Subscribers For Last 30 Days,Total Countries Represented,Unemployment rate,Uploads,Urban population,Video Views,Video Views For The Last 30 Days
SA,,Music,Cluster 4,Saudi Arabia,Jul,2010,26-07-2010,Katakit Baby TV,Katakit Baby TV,Music,Katakit Baby TV,14.824657534,26,68,363700,4400000,23.885942,45.079162,22700,272700,4400000,15500000,34268528,631,15500000,200000,1,5.93,220,28807838,6386271870,90914000
IN,,Education,Cluster 3,India,Jun,2016,13-06-2016,Infobells Bangla,Infobells Bangla,Education,Infobells Bangla,8.936986301,13,28.1,671600,8100000,20.593684,78.96288,42000,503700,8100000,15500000,1366417754,632,15500000,300000,1,5.36,359,471031528,7776706184,167888000
SA,,Shows,Cluster 4,Saudi Arabia,May,2017,16-05-2017,ýýýýýýýý ýý ýýýýýýýý,ýýýýýýýý ýý ýýýýýýýý,Shows,ýýýýýýýý ýý ýýýýýýýý,8.013698630,16,68,540100,6500000,23.885942,45.079162,33800,405100,6500000,15500000,34268528,633,15500000,300000,1,5.93,1021,28807838,8265129639,135036000
BR,,Music,Cluster 1,Brazil,Jun,2009,27-06-2009,Henrique e Juliano,Henrique e Juliano,Music,Henrique e Juliano,15.904109589,27,51.3,654700,7900000,-14.235004,-51.92528,40900,491000,7900000,15500000,212559417,634,15500000,200000,1,12.08,325,183241641,14619523361,163678000
US,,Science & Technology,Cluster 1,United States,Mar,2016,02-03-2016,MrDegree,MrDegree,Science & Technology,Mr DegrEE,9.219178082,2,88.2,0,0,37.09024,-95.712891,0,0,0,15500000,328239523,635,15500000,10,1,14.7,0,270663028,12880388253,71118000
IN,,Entertainment,Cluster 3,India,Apr,2017,09-04-2017,Kashvi Adlakha,Kashvi Adlakha,Entertainment,Kashvi Adlakha,8.115068493,9,28.1,556500,6700000,20.593684,78.96288,34800,417400,6700000,15500000,1366417754,636,15500000,200000,1,5.36,1525,471031528,12714141740,139123000
US,,Entertainment,Cluster 1,United States,Oct,2010,14-10-2010,Talking Tom & Friends,Talking Tom & Friends,Entertainment,Talking Tom & Friends,14.605479452,14,88.2,109500,1300000,37.09024,-95.712891,6800,82100,1300000,15500000,328239523,637,15500000,200000,1,14.7,417,270663028,6396049701,27375000
EG,,Howto & Style,Cluster 2,Egypt,Dec,2017,08-12-2017,ýýýýýýýý ýýýýýýýýýýýýýý ýýýý 5 ýýýýýýýýýý,ýýýýýýýý ýýýýýýýýýýýýýý ýýýý 5 ýýýýýýýýýý,Howto & Style,ýýýýýýýý ýýýýýýýýýýýýýý ýýýý 5 ýýýýýýýýýý,7.449315068,8,35.2,131700,1600000,26.820553,30.802498,8200,98700,1600000,15500000,100388073,638,15500000,100000,1,10.76,5183,42895824,4499826716,32916000
IN,,Comedy,Cluster 3,India,May,2015,06-05-2015,Harsh Beniwal,Harsh Beniwal,Comedy,Harsh Beniwal,10.043835616,6,28.1,111900,1300000,20.593684,78.96288,7000,83900,1300000,15400000,1366417754,639,15400000,100000,1,5.36,165,471031528,1781226000,27963000
AE,,Gaming,Cluster 2,United Arab Emirates,Jul,2018,18-07-2018,FFUNTV,FFUNTV,Gaming,FFUNTV,6.841095890,18,36.8,320700,3800000,23.424076,53.847818,20000,240500,3800000,15400000,9770529,640,15400000,200000,1,2.35,379,8479744,11513738907,80172000
US,,Gaming,Cluster 1,United States,Jul,2016,14-07-2016,Mobile Legends: Bang Bang,Mobile Legends: Bang Bang,Gaming,Mobile Legends: Bang Bang,8.852054795,14,88.2,221500,2700000,37.09024,-95.712891,13800,166100,2700000,15400000,328239523,641,15400000,100000,1,14.7,1647,270663028,1543608082,55369000
US,,People & Blogs,Cluster 1,United States,Aug,2013,12-08-2013,Roman Atwood Vlogs,Roman Atwood Vlogs,People & Blogs,Roman Atwood Vlogs,11.775342466,12,88.2,6300,76000,37.09024,-95.712891,396,4700,76000,15400000,328239523,642,15400000,200000,1,14.7,1756,270663028,5469103954,1583000
GB,,Science & Technology,Cluster 4,United Kingdom,Apr,2011,20-04-2011,Mrwhosetheboss,Mrwhosetheboss,Science & Technology,Mrwhosetheboss,14.090410959,20,60,670800,8000000,55.378051,-3.435973,41900,503100,8000000,15400000,66834405,643,15400000,400000,1,3.85,1577,55908316,3736069980,167697000
TH,,Music,Cluster 2,Thailand,Mar,2008,09-03-2008,Genierock,Genierock,Music,Genierock,17.205479452,9,49.3,331200,4000000,15.870032,100.992541,20700,248400,4000000,15400000,69625582,644,15400000,100000,1,0.75,1725,35294600,14564170905,82798000
US,,Music,Cluster 1,United States,Jan,2016,26-01-2016,zayn,zayn,Music,zayn,9.317808219,26,88.2,147200,1800000,37.09024,-95.712891,9200,110400,1800000,15400000,328239523,645,15400000,100000,1,14.7,21,270663028,4909687948,36790000
ID,,People & Blogs,Cluster 2,Indonesia,Nov,2018,21-11-2018,Kerajinan 5-Menit,Kerajinan 5-Menit,People & Blogs,Kerajinan 5-Menit,6.495890411,21,36.3,79000,947500,-0.789275,113.921327,4900,59200,947500,15400000,270203917,646,15400000,200000,1,4.69,4186,151509724,4750420071,19740000
ES,,Sports,Cluster 1,Spain,Feb,2006,06-02-2006,FC Barcelona,FC Barcelona,Sports,FC Barcelona,19.293150685,6,88.9,339500,4100000,40.463667,-3.74922,21200,254600,4100000,15300000,47076781,647,15300000,200000,1,13.96,10988,37927409,2656528205,84867000
US,,Education,Cluster 1,United States,Dec,2014,04-12-2014,Dave and Ava - Nursery Rhymes and Baby Songs,Dave and Ava - Nursery Rhymes and Baby Songs,Education,Dave and Ava - Nursery Rhymes and Baby Songs,10.463013699,4,88.2,308200,3700000,37.09024,-95.712891,19300,231200,3700000,15300000,328239523,648,15300000,200000,1,14.7,851,270663028,10714145606,77053000
IN,,Gaming,Cluster 3,India,Nov,2017,16-11-2017,LOKESH GAMER,LOKESH GAMER,Gaming,LOKESH GAMER,7.509589041,16,28.1,23700,284200,20.593684,78.96288,1500,17800,284200,15300000,1366417754,649,15300000,200000,1,5.36,1397,471031528,1640078055,5920000
RU,,People & Blogs,Cluster 4,Russia,Apr,2021,01-04-2021,ILYA BORZOV,ILYA BORZOV,People & Blogs,ILYA BORZOV,4.134246575,1,81.9,1900000,22800000,61.52401,105.318756,118900,1400000,22800000,15300000,144373535,650,15300000,800000,1,4.59,2175,107683889,9938811455,475565000
IN,,Entertainment,Cluster 3,India,Oct,2011,31-10-2011,Mazhavil Manorama,Mazhavil Manorama,Entertainment,Mazhavil Manorama,13.558904110,31,28.1,1400000,17400000,20.593684,78.96288,90400,1100000,17400000,15300000,1366417754,651,15300000,300000,1,5.36,87864,471031528,16545966132,361483000
IN,,People & Blogs,Cluster 3,India,Oct,2017,15-10-2017,Pokï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Pokï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,People & Blogs,Pokï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,7.597260274,15,28.1,261500,3100000,20.593684,78.96288,16300,196100,3100000,15200000,1366417754,652,15200000,1300000,1,5.36,194,471031528,857725714,65380000
IN,,Comedy,Cluster 3,India,Mar,2015,14-03-2015,The MriDul,The MriDul,Comedy,The MriDul,10.189041096,14,28.1,393300,4700000,20.593684,78.96288,24600,295000,4700000,15200000,1366417754,653,15200000,200000,1,5.36,106,471031528,4503880875,98329000
PH,,Entertainment,Cluster 2,Philippines,Apr,2013,11-04-2013,Niana Guerrero,Niana Guerrero,Entertainment,Niana Guerrero,12.112328767,11,35.5,39900,479000,12.879721,121.774017,2500,29900,479000,15200000,108116615,654,15200000,200000,1,2.15,443,50975903,1491452935,9980000
IN,,Music,Cluster 3,India,Mar,2012,16-03-2012,SRK MUSIC,SRK MUSIC,Music,SRK MUSIC,13.183561644,16,28.1,231200,2800000,20.593684,78.96288,14500,173400,2800000,15200000,1366417754,655,15200000,200000,1,5.36,5056,471031528,6391679636,57809000
IN,,Entertainment,Cluster 3,India,May,2014,02-05-2014,Sony LIV,Sony LIV,Entertainment,Sony LIV,11.054794521,2,28.1,843600,10100000,20.593684,78.96288,52700,632700,10100000,15200000,1366417754,656,15200000,300000,1,5.36,11099,471031528,7151683497,210909000
IN,,Entertainment,Cluster 3,India,Nov,2011,01-11-2011,T-Series Hamaar Bhojpuri,T-Series Hamaar Bhojpuri,Entertainment,T-Series Hamaar Bhojpuri,13.556164384,1,28.1,423900,5100000,20.593684,78.96288,26500,317900,5100000,15200000,1366417754,657,15200000,200000,1,5.36,9862,471031528,7564652648,105978000
TR,,Entertainment,Cluster 2,Turkey,Dec,2014,29-12-2014,Oyuncak Avï¿,Oyuncak Avï¿,Entertainment,Oyuncak Avï¿,10.394520548,29,23.9,17700,212500,38.963745,35.243322,1100,13300,212500,15200000,83429615,658,15200000,200000,1,13.49,654,63097818,8333387785,4427000
US,,News & Politics,Cluster 1,United States,Oct,2005,02-10-2005,CNN,CNN,News & Politics,CNN,19.641095890,2,88.2,748000,9000000,37.09024,-95.712891,46800,561000,9000000,15200000,328239523,659,15200000,100000,1,14.7,160405,270663028,14198154095,187006000
IN,,News & Politics,Cluster 3,India,Jan,2008,19-01-2008,NDTV India,NDTV India,News & Politics,NDTV India,17.342465753,19,28.1,198600,2400000,20.593684,78.96288,12400,149000,2400000,15200000,1366417754,660,15200000,100000,1,5.36,91704,471031528,6624168155,49662000
US,,People & Blogs,Cluster 1,United States,Feb,2017,01-02-2017,It's Mamix,It's Mamix,People & Blogs,It's Mamix,8.298630137,1,88.2,63900,767200,37.09024,-95.712891,4000,48000,767200,15100000,328239523,661,15100000,200000,1,14.7,210,270663028,1777072487,15984000
ID,,Education,Cluster 2,Indonesia,Jan,2017,16-01-2017,Daftar Populer,Daftar Populer,Education,Daftar Populer,8.342465753,16,36.3,68900,827100,-0.789275,113.921327,4300,51700,827100,15100000,270203917,663,15100000,100000,1,4.69,3810,151509724,2143140898,17231000
PH,,People & Blogs,Cluster 2,Philippines,Apr,2008,27-04-2008,Ranz Kyle,Ranz Kyle,People & Blogs,Ranz Kyle,17.071232877,27,35.5,49500,594000,12.879721,121.774017,3100,37100,594000,15100000,108116615,665,15100000,200000,1,2.15,533,50975903,1760131384,12376000
US,,People & Blogs,Cluster 1,United States,Jan,2013,12-01-2013,PowerfulJRE,PowerfulJRE,People & Blogs,PowerfulJRE,12.356164384,12,88.2,173600,2100000,37.09024,-95.712891,10900,130200,2100000,15100000,328239523,666,15100000,200000,1,14.7,1037,270663028,3060202847,43409000
US,,Howto & Style,Cluster 1,United States,Jan,2010,06-01-2010,Mariale,Mariale,Howto & Style,Mariale,15.375342466,6,88.2,47800,573900,37.09024,-95.712891,3000,35900,573900,15100000,328239523,667,15100000,200000,1,14.7,2618,270663028,2761547758,11956000
ES,,Gaming,Cluster 1,Spain,Feb,2013,12-02-2013,Makiman131,Makiman131,Gaming,Makiman131,12.271232877,12,88.9,23900,286600,40.463667,-3.74922,1500,17900,286600,15100000,47076781,668,15100000,200000,1,13.96,2997,37927409,4236036141,5972000
EG,,People & Blogs,Cluster 2,Egypt,Oct,2014,31-10-2014,Mohamed Ramadan I ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,Mohamed Ramadan I ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,People & Blogs,Mohamed Ramadan I ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,10.556164384,31,35.2,184200,2200000,26.820553,30.802498,11500,138200,2200000,15100000,100388073,670,15100000,100000,1,10.76,753,42895824,5324913850,46060000
RU,,Gaming,Cluster 4,Russia,Jun,2013,24-06-2013,EdisonPts,EdisonPts,Gaming,EdisonPts,11.909589041,24,81.9,382400,4600000,61.52401,105.318756,23900,286800,4600000,15100000,144373535,671,15100000,100000,1,4.59,3733,107683889,6668507856,95603000
KR,,Music,Cluster 4,South Korea,Oct,2005,10-10-2005,BIGBANG,BIGBANG,Music,BIGBANG,19.619178082,10,94.3,163200,2000000,35.907757,127.766922,10200,122400,2000000,15100000,51709098,672,15100000,200000,1,4.15,776,42106719,7857371770,40806000
AR,,Comedy,Cluster 4,Argentina,Aug,2016,02-08-2016,Rubï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Rubï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Comedy,Rubï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,8.8,2,90,2000000,24600000,-38.416097,-63.616672,128100,1500000,24600000,15100000,44938712,673,15100000,700000,1,9.79,921,41339571,9477021288,512343000
PH,,News & Politics,Cluster 2,Philippines,Oct,2009,22-10-2009,ABS-CBN News,ABS-CBN News,News & Politics,ABS-CBN News,15.583561644,22,35.5,726600,8700000,12.879721,121.774017,45400,544900,8700000,15100000,108116615,674,15100000,100000,1,2.15,209520,50975903,10489367372,181644000
RU,,Entertainment,Cluster 4,Russia,Jan,2020,24-01-2020,Chapitosiki,Chapitosiki,Entertainment,Chapitosiki,5.320547945,24,81.9,2900000,34200000,61.52401,105.318756,178400,2100000,34200000,15100000,144373535,675,15100000,700000,1,4.59,2717,107683889,13897932103,713509000
GB,,Music,Cluster 4,United Kingdom,Oct,2009,15-10-2009,AdeleVEVO,AdeleVEVO,Music,AdeleVEVO,15.602739726,15,60,339000,4100000,55.378051,-3.435973,21200,254300,4100000,15100000,66834405,676,15100000,100000,1,3.85,52,55908316,12413869881,84750000
GB,,Gaming,Cluster 4,United Kingdom,May,2013,06-05-2013,MoreAliA,MoreAliA,Gaming,MoreAliA,12.043835616,6,60,1000000,12000000,55.378051,-3.435973,62700,753000,12000000,15000000,66834405,677,15000000,600000,1,3.85,2324,55908316,4352427049,250995000
IN,,People & Blogs,Cluster 3,India,Aug,2014,17-08-2014,Chetan Monga Vlogs,Chetan Monga Vlogs,People & Blogs,Chetan Monga Vlogs,10.761643836,17,28.1,454300,5500000,20.593684,78.96288,28400,340700,5500000,15000000,1366417754,678,15000000,400000,1,5.36,899,471031528,9924103188,113572000
BR,,Entertainment,Cluster 1,Brazil,Jan,2018,26-01-2018,Little Angel - Mï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Little Angel - Mï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Entertainment,Little Angel - Mï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,7.315068493,26,51.3,581900,7000000,-14.235004,-51.92528,36400,436400,7000000,15000000,212559417,679,15000000,200000,1,12.08,795,183241641,8897705695,145478000
US,,Gaming,Cluster 1,United States,Feb,2009,09-02-2009,League of Legends,League of Legends,Gaming,League of Legends,16.282191781,9,88.2,172500,2100000,37.09024,-95.712891,10800,129400,2100000,15000000,328239523,680,15000000,200000,1,14.7,1362,270663028,7159750970,43133000
US,,Education,Cluster 1,United States,May,2006,25-05-2006,Therichest,Therichest,Education,TheRichest,18.997260274,25,88.2,0,0,37.09024,-95.712891,0,0,0,15000000,328239523,681,15000000,200000,1,14.7,0,270663028,2730879024,71118000
MX,,Entertainment,Cluster 2,Mexico,Nov,2014,17-11-2014,XpressTV,XpressTV,Entertainment,XpressTV,10.509589041,17,40.2,135500,1600000,23.634501,-102.552784,8500,101600,1600000,15000000,126014024,682,15000000,100000,1,3.42,724,102626859,4008801873,33880000
US,,Gaming,Cluster 1,United States,Dec,2005,16-12-2005,PlayStation,PlayStation,Gaming,PlayStation,19.435616438,16,88.2,167200,2000000,37.09024,-95.712891,10400,125400,2000000,15000000,328239523,683,15000000,100000,1,14.7,20292,270663028,4741434420,41789000
US,,Gaming,Cluster 1,United States,Apr,2008,02-04-2008,Kwebbelkop,Kwebbelkop,Gaming,Kwebbelkop,17.139726027,2,88.2,118900,1400000,37.09024,-95.712891,7400,89200,1400000,15000000,328239523,684,15000000,100000,1,14.7,5198,270663028,6889304306,29724000
IN,,News & Politics,Cluster 3,India,Aug,2018,16-08-2018,Gyani Beast,Gyani Beast,News & Politics,Republic Bharat,6.761643836,16,28.1,4,48,20.593684,78.96288,0.25,3,48,15000000,1366417754,685,15000000,200000,1,5.36,206,471031528,7536093065,998
IN,,Entertainment,Cluster 3,India,Oct,2016,09-10-2016,THE BROWN SIBLINGS,THE BROWN SIBLINGS,Entertainment,THE BROWN SIBLINGS,8.613698630,9,28.1,409400,4900000,20.593684,78.96288,25600,307100,4900000,15000000,1366417754,686,15000000,200000,1,5.36,965,471031528,8658553456,102357000
IN,,Music,Cluster 3,India,Aug,2014,06-08-2014,Sony Music South,Sony Music South,Music,Sony Music South,10.791780822,6,28.1,968700,11600000,20.593684,78.96288,60500,726600,11600000,15000000,1366417754,687,15000000,300000,1,5.36,2726,471031528,9978734160,242185000
US,,Entertainment,Cluster 1,United States,May,2008,26-05-2008,Ray William Johnson,Ray William Johnson,Entertainment,Ray William Johnson,16.991780822,26,88.2,1300000,15000000,37.09024,-95.712891,78200,938600,15000000,15000000,328239523,689,15000000,200000,1,14.7,1803,270663028,10239836582,312858000
ID,,News & Politics,Cluster 2,Indonesia,Aug,2013,23-08-2013,KOMPASTV,KOMPASTV,News & Politics,KOMPASTV,11.745205479,23,36.3,452300,5400000,-0.789275,113.921327,28300,339200,5400000,15000000,270203917,690,15000000,100000,1,4.69,269050,151509724,11827310821,113064000
JP,,Comedy,Cluster 4,Japan,Jul,2014,23-07-2014,ISSEI / ï¿½ï¿½ï¿½ï¿½,ISSEI / ï¿½ï¿½ï¿½ï¿½,Comedy,ISSEI / ï¿½ï¿½ï¿½ï¿½,10.830136986,23,63.2,1100000,13600000,36.204824,138.252924,70600,847100,13600000,15000000,126226568,691,15000000,900000,1,2.29,1788,115782416,13562853889,282372000
BR,,Music,Cluster 1,Brazil,Apr,2012,03-04-2012,Zï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,Zï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,Music,Zï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,13.134246575,3,51.3,731500,8800000,-14.235004,-51.92528,45700,548600,8800000,15000000,212559417,692,15000000,200000,1,12.08,340,183241641,11506702632,182871000
IN,,Entertainment,Cluster 3,India,Apr,2017,07-04-2017,A2 Motivation by Arvind Arora,A2 Motivation by Arvind Arora,Entertainment,A2 Motivation by Arvind Arora,8.120547945,7,28.1,522900,6300000,20.593684,78.96288,32700,392200,6300000,15000000,1366417754,693,15000000,200000,1,5.36,3168,471031528,8932038210,130731000
US,,Music,Cluster 1,United States,Feb,2007,08-02-2007,50 Cent,50 Cent,Music,50 Cent,18.287671233,8,88.2,479200,5800000,37.09024,-95.712891,30000,359400,5800000,14900000,328239523,694,14900000,100000,1,14.7,419,270663028,10069000444,119812000
ID,,Entertainment,Cluster 2,Indonesia,Nov,2012,29-11-2012,MNCTV OFFICIAL,MNCTV OFFICIAL,Entertainment,MNCTV OFFICIAL,12.476712329,29,36.3,174300,2100000,-0.789275,113.921327,10900,130700,2100000,14900000,270203917,695,14900000,100000,1,4.69,66362,151509724,8074260978,43581000
US,,Entertainment,Cluster 1,United States,Feb,2006,08-02-2006,ERB,ERB,Entertainment,ERB,19.287671233,8,88.2,44200,530100,37.09024,-95.712891,2800,33100,530100,14900000,328239523,696,14900000,200000,1,14.7,86,270663028,4033400167,11043000
US,,Music,Cluster 1,United States,Nov,2007,03-11-2007,melanie martinez,melanie martinez,Music,melanie martinez,17.553424658,3,88.2,225400,2700000,37.09024,-95.712891,14100,169100,2700000,14900000,328239523,697,14900000,100000,1,14.7,127,270663028,4395184343,56358000
ES,,Entertainment,Cluster 1,Spain,Feb,2012,15-02-2012,iTownGamePlay *Terror&Diversiï¿½ï,iTownGamePlay *Terror&Diversiï¿½ï,Entertainment,iTownGamePlay *Terror&Diversiï¿½ï,13.265753425,15,88.9,55400,665200,40.463667,-3.74922,3500,41600,665200,14900000,47076781,698,14900000,100000,1,13.96,8420,37927409,4977284539,13857000
TH,,Entertainment,Cluster 2,Thailand,Oct,2011,17-10-2011,ýýýýýýýýýýýý8 : Thai Ch8,ýýýýýýýýýýýý8 : Thai Ch8,Entertainment,ýýýýýýýýýýýý8 : Thai Ch8,13.597260274,17,49.3,198200,2400000,15.870032,100.992541,12400,148700,2400000,14900000,69625582,699,14900000,100000,1,0.75,27944,35294600,5549770244,49556000
RU,,People & Blogs,Cluster 4,Russia,Aug,2008,11-08-2008,ýýýýýý,ýýýýýý,People & Blogs,ýýýýýý,16.780821918,11,81.9,31,369,61.52401,105.318756,2,23,369,14900000,144373535,701,14900000,200000,1,4.59,1,107683889,439098,7697
BR,,Gaming,Cluster 1,Brazil,Jul,2011,13-07-2011,TazerCraft,TazerCraft,Gaming,TazerCraft,13.860273973,13,51.3,159100,1900000,-14.235004,-51.92528,9900,119300,1900000,14900000,212559417,702,14900000,100000,1,12.08,4175,183241641,5956193599,39775000
JP,,Entertainment,Cluster 4,Japan,Nov,2012,19-11-2012,ýýýýýýýýýýýýýýýýýýBAYASHITV,ýýýýýýýýýýýýýýýýýýBAYASHITV,Entertainment,Bayashi TV,12.504109589,19,63.2,10,119,36.204824,138.252924,0.62,7,119,14900000,126226568,703,14900000,9,1,2.29,93,115782416,8615618825,2477
US,,Music,Cluster 1,United States,Jun,2006,09-06-2006,Fueled By Ramen,Fueled By Ramen,Music,Fueled By Ramen,18.956164384,9,88.2,244800,2900000,37.09024,-95.712891,15300,183600,2900000,14800000,328239523,704,14800000,200000,1,14.7,1210,270663028,13356517783,61205000
US,,Education,Cluster 1,United States,May,2006,20-05-2006,CrashCourse,CrashCourse,Education,CrashCourse,19.010958904,20,88.2,28700,344500,37.09024,-95.712891,1800,21500,344500,14800000,328239523,705,14800000,200000,1,14.7,1481,270663028,1833519700,7177000
US,,Music,Cluster 1,United States,May,2010,31-05-2010,MattyBRaps,MattyBRaps,Music,MattyBRaps,14.978082192,31,88.2,91900,1100000,37.09024,-95.712891,5700,68900,1100000,14800000,328239523,706,14800000,200000,1,14.7,195,270663028,3587576784,22980000
AU,,Gaming,Cluster 4,Australia,Mar,2013,19-03-2013,Lachlan,Lachlan,Gaming,Lachlan,12.175342466,19,113.1,84300,1000000,-25.274398,133.775136,5300,63200,1000000,14800000,25766605,707,14800000,200000,1,5.27,3834,21844756,5269059435,21072000
